phone_whatsapp,wa_verified,school_name,city,country,segment,lpr_name,lpr_instagram,school_instagram,website,lpr_status,hook,source_url,source,branches,google_rating,google_reviews,ig_followers,runs_ads,scale_score,tier,extra_phones
+996555760260,false,Умничка,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996550055592,false,МИР ЗНАНИЙ,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996500556789,false,Золотой ключик,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996505250362,false,ИМПУЛЬС,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996777471840
+996704199201,false,Асылай,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996702634019
+996551624747,false,Малыш,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996312624848
+996550102784,false,Совенок,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996707537194
+996555961534,false,Excellent,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996772185506
+996700135379,false,ATTILA,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996702035738
+996557388169,false,Fantasy people,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996707768338,false,Обучайка.kg,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996553205206,false,Las mamas,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996551818999,false,Звездочки,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996552999336
+996701178880,false,Академия роста,Бишкек,KG,other,,,,https://rost.kg,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996700283838
+996559013331,false,Smartum,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996555931552,false,Бекхан,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996551045304,false,Аяй,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996708117662
+996775289728,false,Детвора,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,+996312462800;+996312462882
+996554909051,false,ВЫСШИЙ БАЛЛ,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+996312315847,false,Алтын-Туйун,Бишкек,KG,other,,,,,C,,https://urbanplaces.su/kg_bishkek/bishkek/category-tsentryi-rannego-razvitiya-detej,tel_link,,,,,no,0,base,
+77015218371,false,Пифагорка,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/obuchenie-za-rubezhom/,site_text,,,,,no,0,base,
+77083365356,false,Kajet,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77073365356;+77003365356
+77084360630,false,Ardcon,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77758821883,false,Учебно-курсовой комбинат,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77789250822,false,Учебно-производственный центр Авангард,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77761687847
+77780970497,false,Крошкин дом / New York school,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77781490871;+77081683001;+77081683009
+77775729438,false,Access Education,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,
+77089696425,false,Инженер 2015,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77089696424
+77789788867,false,Академия шахмат Б. Касимова,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77001070637,false,Ассоль (детский развивающий центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77015282374
+77471202557,false,Дарынды бала,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77014243248
+77715819224,false,Алгоритмика Караганда,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77053006677,false,Детский развивающий центр Kid's Club,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77782768777,false,Наш дом (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77766883666,false,Гвоздичка (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77012031291,false,Звёздочки (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77014166986,false,Balpan (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77024795378
+77084361036,false,Aqyldy Bala,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77471614754
+77051882003,false,Фантазия Kids,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77765877666,false,We Love Art (арт-студия для детей),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77002012860,false,IQ (детский развивающий центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77789945635,false,Развивашка (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77755063737,false,Индиго (детский развивающий центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77014856635;+77478495701
+77024710692,false,Семисветик (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77015242132;+77012661706
+77015323922,false,Montessori-Bambino,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77755677056,false,Da Vinci (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77710067373,false,Еркемай (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77075315318,false,Я сам! (детский развивающий центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77773960999,false,Спикер (детский речевой центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77773060999
+77777779209,false,Bibigon (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77712006782
+77779495199,false,Азбука (детский развивающий центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77479501127
+77712078760,false,Колокольчик (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77013138938
+77007166716,false,Kinderland (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77001491137;+77473300243
+77003810890,false,Smart Land (образовательный центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77015248300,false,Школа скорочтения и управления информацией,Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77758863581,false,Technosphera.kz (IT-курсы),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77014551591
+77754488303,false,Ainalaiyn (детский центр),Караганда,KZ,other,,,,,C,,https://karaganda.spravker.ru/uchebnyie-tsentryi/,catalog,,,,,no,0,base,+77771460884;+77755650408
+77714305533,false,Букваежка,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77056028017
+77715169780,false,The Family Nest,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77782026009;+77718469240;+77028478443
+77082333781,false,Уники,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77023333748,false,Полянка,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77769996421
+77075446040,false,Baby Academy,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77056804636,false,Развитие,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77783475558,false,Город знаний,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77771197463,false,IQ007,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77779002757,false,Пупавка,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77755221771
+77774884588,false,Алем,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77770276969,false,Пороро,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77056671830,false,Мирэль+,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77012212973,false,NewMonthSchool,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77775154123
+77788240475,false,IQ,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77054562676
+77027037000,false,Дошколёнок,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77777437494
+77472607161,false,SuBa,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77472942152
+77028565356,false,Уникум,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77776947944,false,Детская парковка,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77478578068,false,Потенциал,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77056703924,false,Babyroom,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77778983170,false,Art Studio Home,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77021495866,false,Speakaboo,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77473080529,false,Baby time,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77716044572;+77077843251
+77029049354,false,Clever,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77028576275,false,Masterclass,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77715053192,false,Infano,Костанай,KZ,other,,,@infano.kost,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77474081816,false,Академия речи,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77785593204,false,Aiva,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77779006155,false,Эрудит,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77773763373,false,Байтерек,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77052231031,false,Чудо-Чадо,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77714310884
+77756975553,false,Аманат и К,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77773791565,false,Гимназия для Дошколят,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77055757149
+77051864809,false,Дарын,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77056587833
+77024177859,false,Ikigai,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77757470965,false,Я знаю,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,+77763902626;+77056695604
+77070412355,false,Mosaic,Костанай,KZ,other,,,,,C,,https://kostanai.spravker.ru/detskie-razvivaiushchie/,site_text,,,,,no,0,base,
+77476245156,false,Sana Kids,Кызылорда,KZ,other,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77473058171,false,Junior,Кызылорда,KZ,other,,,,,C,,https://kz.spravbiz.ru/kyizyilorda/obrazovanie/uchebnye-tsentry/,site_text,,,,,no,0,base,
+77754381555,false,Barys,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77028715550
+77058886342,false,Cmg Kids,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77027620099,false,Sirius,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77773360560,false,Детский центр развития,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77056930310
+77765673232,false,Qosyl,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77007484818
+77475544470,false,Samruk Kids,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77756641463;+77752497058
+77473907077,false,Gibrat,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77004907077
+77774778787,false,Оркен,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77715113021;+77774778788;+77082203091;+77770950319
+77781690249,false,Индиго,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77714808812;+77081346607
+77002420012,false,Lider school,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77072840524,false,Ozat,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77471719693,false,Би Бота,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77082029649,false,Senim land,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77051160479,false,Baby Grow,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77751257390
+77750855898,false,Медина,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77750835898
+77470185638,false,Айзере,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77781689069,false,Zerdeli Kyzylorda,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77051033266,false,Wunder-kids,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77779585710
+77082647336,false,Дарынды бала,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77768761011,false,Жас Урпак,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77021459636;+77759908047
+77059841212,false,Шаттан,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77070647475,false,Детский технопарк,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77057056487,false,Балдаурен,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77057870507
+77074337041,false,Жанеркем,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77073875685,false,Syrdarya,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77756428912,false,Logo kids,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77756428911
+77775570313,false,NF-Olimp,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77775770313
+77770593551,false,Zhaniya school,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77018597112,false,Островок творчества,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77076988042
+77751898899,false,АиД,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77051147393
+77477020513,false,Жан-М,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77076179099,false,Sarymaq,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77070309099
+77787847129,false,Жас Талант,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77772788179,false,Үміт,Кызылорда,KZ,other,,,,,C,,https://kyzyloroda.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77786007799,true,Geron,Павлодар,KZ,other,,,,,C,,https://taplink.cc/centre_geron,wa_link,,,,,no,0,base,
+77059008065,false,Развивайка,Павлодар,KZ,other,,,,,C,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,,,,,no,0,base,
+77182323511,false,Mega Kids,Павлодар,KZ,other,,,,,C,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,,,,,no,0,base,
+77182513008,false,Центр чтения Ольги Лысенко,Павлодар,KZ,other,,,,,C,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,,,,,no,0,base,
+77081912957,false,Reality,Павлодар,KZ,other,,,@reality_educentre,,C,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,,,,,no,0,base,
+77182781115,false,Зерек,Павлодар,KZ,other,,,@zerek_01,,C,,https://pavlodar.spravka.kz/nauka-i-obrazovanie/uchebnye-centry,site_text,,,,,no,0,base,
+77054090225,false,Danyshpan,Павлодар,KZ,other,,,,,C,,https://pavlodar.jsprav.ru/obrazovatelnyie-tsentryi/,site_text,,,,,no,0,base,
+77057077324,false,IStudy,Павлодар,KZ,other,,,,,C,,https://pavlodar.jsprav.ru/obrazovatelnyie-tsentryi/,site_text,,,,,no,0,base,+77764545289;+77773457755
+77714777120,false,Family club kids,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77052046011
+77077619719,false,Да Винчи,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77776187424,false,Радуга,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77084321591,false,Alice Club,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77052208598,false,Талант,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77773253535;+77029872805
+77056609930,false,Качели,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77772588194;+77772947508
+77051195845,false,Говоруша,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77057013345,false,Vadilena Kids Club,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77716582554,false,Подсолнухи,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77076793039,false,Таити,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77773276023,false,Бастион,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77077625412,false,Kid-Guru,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77078509422,false,Умный ребенок,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77078509605;+77475094022
+77779678964,false,Ай-бөбек,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77058197564;+77076369037
+77472557043,false,Молодец!,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77750609999,false,Smart Kids,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77059604988
+77076861191,false,Sanamaq,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77473026690,false,ABC,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77058616155,false,Три кота,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77056230880,false,Алуа,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77711693133,false,Синий трактор,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77763431260,false,Happy Teacher,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77471792752
+77752136180,false,ЦентрКемек,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,
+77479947119,false,Step by Step,Петропавловск,KZ,other,,,,,C,,https://petropavlovsk-kz.spravker.ru/detskie-razvivaiushchie/,catalog,,,,,no,0,base,+77714069452
+77477779799,false,Fastrackids,Семей,KZ,other,,,,,C,,https://semei.spravker.ru/muzyikalnyie-shkolyi-i-uchilischa/fastrackids.htm,site_text,,,,,no,0,base,+77225522645
